Country Name,Country Code,Region,IncomeGroup,SpecialNotes,Year,Emission
Uganda,UGA,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2017,0.125587286
Uganda,UGA,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2018,0.137143292
Uganda,UGA,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2019,0.132370788
Ukraine,UKR,Europe & Central Asia,Lower middle income,,2015,4.231515591
Ukraine,UKR,Europe & Central Asia,Lower middle income,,2016,4.480868101
Ukraine,UKR,Europe & Central Asia,Lower middle income,,2017,3.902198828
Ukraine,UKR,Europe & Central Asia,Lower middle income,,2018,4.159783074
Ukraine,UKR,Europe & Central Asia,Lower middle income,,2019,3.936583531
Upper middle income,UMC,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2021 GNI per capita was between $4,256 and $13,205.",2015,6.171429222
Upper middle income,UMC,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2021 GNI per capita was between $4,256 and $13,205.",2016,6.125144674
Upper middle income,UMC,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2021 GNI per capita was between $4,256 and $13,205.",2017,6.204878376
Upper middle income,UMC,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2021 GNI per capita was between $4,256 and $13,205.",2018,6.350393036
Upper middle income,UMC,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2021 GNI per capita was between $4,256 and $13,205.",2019,6.416984902
Uruguay,URY,Latin America & Caribbean,High income,,2015,1.946065231
Uruguay,URY,Latin America & Caribbean,High income,,2016,1.904128302
Uruguay,URY,Latin America & Caribbean,High income,,2017,1.774986914
Uruguay,URY,Latin America & Caribbean,High income,,2018,1.896042363
Uruguay,URY,Latin America & Caribbean,High income,,2019,1.874784543
United States,USA,North America,High income,,2015,15.56003496
United States,USA,North America,High income,,2016,15.1498852
United States,USA,North America,High income,,2017,14.82326087
United States,USA,North America,High income,,2018,15.22254765
United States,USA,North America,High income,,2019,14.67341061
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,,2015,3.168481901
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,,2016,3.304142608
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,,2017,3.381745391
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,,2018,3.412721809
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,,2019,3.47554445
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,,2015,2.290740826
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,,2016,2.375144934
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,,2017,2.094221807
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,,2018,2.268396697
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,,2019,2.350962452
"Venezuela, RB",VEN,Latin America & Caribbean,,,2015,5.422875575
"Venezuela, RB",VEN,Latin America & Caribbean,,,2016,5.060760015
"Venezuela, RB",VEN,Latin America & Caribbean,,,2017,4.789392164
"Venezuela, RB",VEN,Latin America & Caribbean,,,2018,4.574011483
"Venezuela, RB",VEN,Latin America & Caribbean,,,2019,3.939566209
British Virgin Islands,VGB,Latin America & Caribbean,High income,,2015,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,2016,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,2017,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,2018,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,2019,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,,2015,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,,2016,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,,2017,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,,2018,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,,2019,
Vietnam,VNM,East Asia & Pacific,Lower middle income,,2015,2.380847445
Vietnam,VNM,East Asia & Pacific,Lower middle income,,2016,2.38913885
Vietnam,VNM,East Asia & Pacific,Lower middle income,,2017,2.436029922
Vietnam,VNM,East Asia & Pacific,Lower middle income,,2018,2.989137469
Vietnam,VNM,East Asia & Pacific,Lower middle income,,2019,3.488312636
Vanuatu,VUT,East Asia & Pacific,Lower middle income,,2015,0.516361278
Vanuatu,VUT,East Asia & Pacific,Lower middle income,,2016,0.646723652
Vanuatu,VUT,East Asia & Pacific,Lower middle income,,2017,0.595448677
Vanuatu,VUT,East Asia & Pacific,Lower middle income,,2018,0.71751941
Vanuatu,VUT,East Asia & Pacific,Lower middle income,,2019,0.70027542
World,WLD,,,World aggregate.,2015,4.490606625
World,WLD,,,World aggregate.,2016,4.441768547
World,WLD,,,World aggregate.,2017,4.457093214
World,WLD,,,World aggregate.,2018,4.510144745
World,WLD,,,World aggregate.,2019,4.46966049
Samoa,WSM,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2015,1.240245954
Samoa,WSM,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2016,1.542099372
Samoa,WSM,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2017,1.586830344
Samoa,WSM,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2018,1.478626161
Samoa,WSM,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2019,1.522124134
Kosovo,XKX,Europe & Central Asia,Upper middle income,,2015,
Kosovo,XKX,Europe & Central Asia,Upper middle income,,2016,
Kosovo,XKX,Europe & Central Asia,Upper middle income,,2017,
